instance,method,cost_mean,cost_std,cost_min,cost_max,gap_mean,gap_std,valid_rate,train_time_mean,inference_time_mean,total_time_mean
A-n32-k5,Q-learning RL,1241.4,95.98333188632286,1096.0,1344.0,58.34183673469388,12.242771924275875,1.0,6.200331179995556,0.0057622999884188175,6.206093479983974
A-n37-k5,Q-learning RL,1019.2,57.00614002017679,946.0,1104.0,52.34678624813154,8.521097162956167,0.8,14.065822080010548,0.013802760001271962,14.079624840011821
A-n39-k6,Q-learning RL,1117.2,79.2697924811211,1068.0,1256.0,34.44043321299639,9.539084534430934,0.4,10.038216400006785,0.005670920002739876,10.043887320009526
