instance,method,category,seed,cost,reference_cost,gap_percent,routes,vehicle_count,is_valid,missing_customers_count,duplicated_customers_count,capacity_violations_count,train_time_sec,inference_time_sec,postprocess_time_sec,total_time_sec,episodes,notes,source_file,rank_by_cost
A-n37-k5,POMO-style multi-greedy,rl_main,46.0,1134.0,669.0,69.50672645739911,5,5,True,0,0,0,840.8332776000025,0.4436409000190906,0.0,841.2769185000216,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n37-k5,POMO-style multi-greedy + 2-opt,rl_main_local_search,46.0,914.0,669.0,36.62182361733931,5,5,True,0,0,0,840.8332776000025,0.4436409000190906,0.0040415000403299,841.2809600000619,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,5.0
A-n37-k5,POMO-style sampled eval,rl_main,46.0,1088.0,669.0,62.63079222720478,5,5,True,0,0,0,840.8332776000025,8.609034699969925,0.0,849.4423122999724,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n37-k5,POMO-style sampled eval + 2-opt,rl_main_local_search,46.0,920.0,669.0,37.5186846038864,5,5,True,0,0,0,840.8332776000025,8.609034699969925,0.0023244000039994,849.4446366999764,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n37-k5,POMO-style best sampled,rl_main,46.0,1038.0,669.0,55.15695067264574,5,5,True,0,0,0,840.8332776000025,0.0,0.0,840.8332776000025,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n37-k5,POMO-style best sampled + 2-opt,rl_main_local_search,46.0,869.0,669.0,29.895366218236173,5,5,True,0,0,0,840.8332776000025,0.0,0.0045468000462278,840.8378244000487,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
A-n39-k6,POMO-style multi-greedy,rl_main,42.0,1255.0,831.0,51.02286401925391,6,6,True,0,0,0,903.3919939000044,0.5017713999841362,0.0,903.8937652999884,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,42.0,1068.0,831.0,28.51985559566787,6,6,True,0,0,0,903.3919939000044,0.5017713999841362,0.0014738999889232,903.8952391999774,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,6.0
A-n39-k6,POMO-style sampled eval,rl_main,42.0,1251.0,831.0,50.54151624548736,6,6,True,0,0,0,903.3919939000044,9.596620100026485,0.0,912.9886140000308,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,42.0,1106.0,831.0,33.092659446450064,6,6,True,0,0,0,903.3919939000044,9.596620100026485,0.0017492999904789,912.9903633000212,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n39-k6,POMO-style best sampled,rl_main,42.0,1250.0,831.0,50.42117930204573,6,6,True,0,0,0,903.3919939000044,0.0,0.0,903.3919939000044,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,42.0,1070.0,831.0,28.760529482551146,6,6,True,0,0,0,903.3919939000044,0.0,0.0017422999953851,903.3937361999996,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
A-n39-k6,POMO-style multi-greedy,rl_main,43.0,1505.0,831.0,81.10709987966305,6,6,True,0,0,0,903.86875959998,0.5168547999928705,0.0,904.3856143999728,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,43.0,1164.0,831.0,40.07220216606498,6,6,True,0,0,0,903.86875959998,0.5168547999928705,0.0016392999677918,904.3872536999406,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,6.0
A-n39-k6,POMO-style sampled eval,rl_main,43.0,1500.0,831.0,80.50541516245488,6,6,True,0,0,0,903.86875959998,9.62031189998379,0.0,913.4890714999638,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,43.0,1179.0,831.0,41.87725631768953,6,6,True,0,0,0,903.86875959998,9.62031189998379,0.00211300002411,913.491184499988,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n39-k6,POMO-style best sampled,rl_main,43.0,1372.0,831.0,65.1022864019254,6,6,True,0,0,0,903.86875959998,0.0,0.0,903.86875959998,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,43.0,1093.0,831.0,31.528279181708783,6,6,True,0,0,0,903.86875959998,0.0,0.0044982000254094,903.8732578000054,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
A-n39-k6,POMO-style multi-greedy,rl_main,44.0,1348.0,831.0,62.214199759326114,6,6,True,0,0,0,933.042927100032,0.4810327999875881,0.0,933.5239599000196,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,44.0,1213.0,831.0,45.96871239470517,6,6,True,0,0,0,933.042927100032,0.4810327999875881,0.0016433999990113,933.5256033000188,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,6.0
A-n39-k6,POMO-style sampled eval,rl_main,44.0,1332.0,831.0,60.28880866425993,6,6,True,0,0,0,933.042927100032,9.748530800046863,0.0,942.791457900079,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,44.0,1079.0,831.0,29.843561973525876,6,6,True,0,0,0,933.042927100032,9.748530800046863,0.0021768999868072,942.7936348000658,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n39-k6,POMO-style best sampled,rl_main,44.0,1265.0,831.0,52.22623345367028,6,6,True,0,0,0,933.042927100032,0.0,0.0,933.042927100032,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,44.0,980.0,831.0,17.930204572803852,6,6,True,0,0,0,933.042927100032,0.0,0.0053335999837145,933.0482607000158,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
A-n39-k6,POMO-style multi-greedy,rl_main,45.0,1203.0,831.0,44.765342960288805,6,6,True,0,0,0,898.5808517000405,0.5189184999908321,0.0,899.0997702000313,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,45.0,1042.0,831.0,25.39109506618532,6,6,True,0,0,0,898.5808517000405,0.5189184999908321,0.0019946999964304,899.1017649000278,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,6.0
A-n39-k6,POMO-style sampled eval,rl_main,45.0,1218.0,831.0,46.57039711191336,6,6,True,0,0,0,898.5808517000405,9.251894099987112,0.0,907.8327458000276,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,45.0,1067.0,831.0,28.399518652226234,6,6,True,0,0,0,898.5808517000405,9.251894099987112,0.0023159999982453,907.835061800026,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n39-k6,POMO-style best sampled,rl_main,45.0,1251.0,831.0,50.54151624548736,6,6,True,0,0,0,898.5808517000405,0.0,0.0,898.5808517000405,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,45.0,1145.0,831.0,37.785800240673886,6,6,True,0,0,0,898.5808517000405,0.0,0.0068452999694272,898.5876970000099,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
A-n39-k6,POMO-style multi-greedy,rl_main,46.0,1239.0,831.0,49.09747292418773,6,6,True,0,0,0,918.99451270001,0.5087305000051856,0.0,919.5032432000152,500.0,POMO-style Active Search évalué en multi-greedy.,results\pomo\experiments_pomo.csv,11.0
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,46.0,1107.0,831.0,33.2129963898917,6,6,True,0,0,0,918.99451270001,0.5087305000051856,0.0021300999796949,919.505373299995,500.0,POMO-style multi-greedy amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,6.0
A-n39-k6,POMO-style sampled eval,rl_main,46.0,1196.0,831.0,43.92298435619736,6,6,True,0,0,0,918.99451270001,10.082311199977994,0.0,929.076823899988,500.0,POMO-style Active Search évalué par sampling (128 rollouts).,results\pomo\experiments_pomo.csv,10.0
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,46.0,1035.0,831.0,24.548736462093864,6,6,True,0,0,0,918.99451270001,10.082311199977994,0.0027512999949976,929.0795751999832,500.0,POMO-style sampled eval amélioré par 2-opt intra-route.,results\pomo\experiments_pomo.csv,4.0
A-n39-k6,POMO-style best sampled,rl_main,46.0,1154.0,831.0,38.86883273164862,6,6,True,0,0,0,918.99451270001,0.0,0.0,918.99451270001,500.0,Meilleure solution valide rencontrée pendant l'active search.,results\pomo\experiments_pomo.csv,9.0
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,46.0,1080.0,831.0,29.96389891696751,6,6,True,0,0,0,918.99451270001,0.0,0.0017096999799832,918.99622239999,500.0,Meilleure solution active search améliorée par 2-opt intra-route.,results\pomo\experiments_pomo.csv,3.0
