instance,method,category,seed,cost,reference_cost,gap_percent,routes,vehicle_count,is_valid,missing_customers_count,duplicated_customers_count,capacity_violations_count,train_time_sec,inference_time_sec,postprocess_time_sec,total_time_sec,episodes,notes
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,42,1106.0,831,33.092659446450064,6,6,True,0,0,0,903.3919939000043,9.596620100026485,0.001749299990478903,912.9903633000213,500,POMO-style sampled eval amélioré par 2-opt intra-route.
A-n39-k6,POMO-style best sampled,rl_main,42,1250.0,831,50.42117930204573,6,6,True,0,0,0,903.3919939000043,0.0,0.0,903.3919939000043,500,Meilleure solution valide rencontrée pendant l'active search.
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,42,1070.0,831,28.760529482551146,6,6,True,0,0,0,903.3919939000043,0.0,0.0017422999953851104,903.3937361999997,500,Meilleure solution active search améliorée par 2-opt intra-route.
A-n39-k6,POMO-style multi-greedy,rl_main,43,1505.0,831,81.10709987966305,6,6,True,0,0,0,903.86875959998,0.5168547999928705,0.0,904.3856143999728,500,POMO-style Active Search évalué en multi-greedy.
A-n39-k6,POMO-style multi-greedy + 2-opt,rl_main_local_search,43,1164.0,831,40.07220216606498,6,6,True,0,0,0,903.86875959998,0.5168547999928705,0.0016392999677918851,904.3872536999406,500,POMO-style multi-greedy amélioré par 2-opt intra-route.
A-n39-k6,POMO-style sampled eval,rl_main,43,1500.0,831,80.50541516245488,6,6,True,0,0,0,903.86875959998,9.62031189998379,0.0,913.4890714999638,500,POMO-style Active Search évalué par sampling (128 rollouts).
A-n39-k6,POMO-style sampled eval + 2-opt,rl_main_local_search,43,1179.0,831,41.87725631768953,6,6,True,0,0,0,903.86875959998,9.62031189998379,0.002113000024110079,913.4911844999879,500,POMO-style sampled eval amélioré par 2-opt intra-route.
A-n39-k6,POMO-style best sampled,rl_main,43,1372.0,831,65.1022864019254,6,6,True,0,0,0,903.86875959998,0.0,0.0,903.86875959998,500,Meilleure solution valide rencontrée pendant l'active search.
A-n39-k6,POMO-style best sampled + 2-opt,rl_main_local_search,43,1093.0,831,31.528279181708786,6,6,True,0,0,0,903.86875959998,0.0,0.00449820002540946,903.8732578000054,500,Meilleure solution active search améliorée par 2-opt intra-route.
A-n39-k6,POMO-style multi-greedy,rl_main,44,1348.0,831,62.214199759326114,6,6,True,0,0,0,933.0429271000321,0.4810327999875881,0.0,933.5239599000197,500,POMO-style Active Search évalué en multi-greedy.
